ori.src,tok.ori.src,mut.src,tok.mut.src,mutkind,mutkind_word,tag,mut_align,ref,poly_word,corpus,isOK,ori.tgt,mut.tgt
"As provided in Article 11.5 of the UNIDO Constitution, “The conditions of service of staff shall conform as far as possible to those of the United Nations common system”.
","As provided in Article 11.5 of the UNIDO Constitution , “ The conditions of service of staff shall conform as far as possible to those of the United Nations common system ” . ","As provided in Article 11.5 of the UNIDO Constitution, “The conditions of service of staff shall not conform as far as possible to those of the United Nations common system”.
","As provided in Article 11.5 of the UNIDO Constitution , “ The conditions of service of staff shall not conform as far as possible to those of the United Nations common system ” . ",positive,['conform'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-19,19-20,20-21,21-22,22-23,23-24,24-25,25-26,26-27,27-28,28-29,29-30,30-31,31-32,32-33,33-34","15. 《工发组织章程》第11.5条规定，""工作人员的服务条件应尽可能与联合国共同制度的条件相一致""。
",staff-16,UNv1,-2,"《工发组织章程》第11.5条规定,“工作人员的服务条件应尽可能符合联合国共同制度的条件”。","《工发组织章程》第11.5条规定,“工作人员的服务条件应尽可能不符合联合国共同制度的条件”。"
"The purpose of this meeting is to elect nine members of the Committee on the Rights to replace those whose terms of office are due to expire on 28 February 2013.
",The purpose of this meeting is to elect nine members of the Committee on the Rights to replace those whose terms of office are due to expire on 28 February 2013 . ,"The purpose of this meeting is not to elect nine members of the Committee on the Rights to replace those whose terms of office are due to expire on 28 February 2013.
",The purpose of this meeting is not to elect nine members of the Committee on the Rights to replace those whose terms of office are due to expire on 28 February 2013 . ,positive,['is'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25,25-26,26-27,27-28,28-29,29-30,30-31,31-32,32-33","会议将选出儿童权利委员会九名成员，取代即将于2013年2月28日任期届满的成员。
",term-20,UNv1,1,"本次会议的目的是选举儿童权利委员会九名成员,以接替将于2013年2月28日任期届满的成员。","本次会议的目的不是选举九名儿童权利委员会成员,以接替将于2013年2月28日任期届满的成员。"
"A flowchart providing an overview of the effectiveness evaluation process to be completed at the fourth meeting of the Conference of the Parties is contained in annex III to the present note.
",A flowchart providing an overview of the effectiveness evaluation process to be completed at the fourth meeting of the Conference of the Parties is contained in annex III to the present note . ,"A flowchart providing an overview of the effectiveness evaluation process to be completed at the fourth meeting of the Conference of the Parties is not contained in annex III to the present note.
",A flowchart providing an overview of the effectiveness evaluation process to be completed at the fourth meeting of the Conference of the Parties is not contained in annex III to the present note . ,positive,['contained'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-25,25-26,26-27,27-28,28-29,29-30,30-31,31-32,32-33,33-34","8. 本说明附件三载列了一份流程图，概述了将在缔约方大会第四届会议上完成的成效评估进程。
",note-31,UNv1,1,"本说明附件三载有一份流程图,概述了将在缔约方大会第四次会议上完成的成效评估进程。","本说明附件三没有流程图,该流程图概述了将在缔约方大会第四次会议上完成的成效评估进程。"
"5. A copy of the Dispute Tribunal's judgements shall be communicated to each party in the case.
",5 . A copy of the Dispute Tribunal 's judgements shall be communicated to each party in the case . ,"5. A copy of the Dispute Tribunal's judgements shall not be communicated to each party in the case.
",5 . A copy of the Dispute Tribunal 's judgements shall not be communicated to each party in the case . ,positive,['communicated'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21","5. 争议法庭判决副本应递送案件每一当事方。
",case-18,UNv1,1,5. 争议法庭判决副本应分送案件每一当事方。,5. 争议法庭判决副本不得送交案件每一当事方。
"As far as the international aspects are concerned, the Ministry for Foreign Affairs is in charge of general coordination.
","As far as the international aspects are concerned , the Ministry for Foreign Affairs is in charge of general coordination . ","As far as the international aspects are concerned, the Ministry for Foreign Affairs is not in charge of general coordination.
","As far as the international aspects are concerned , the Ministry for Foreign Affairs is not in charge of general coordination . ",positive,['is'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-16,16-17,17-18,18-19,19-20,20-21,21-22","就国际方面而言，外交部负责一般的协调。
",charge-16,UNv1,1,"就国际方面而言,外交部负责总体协调。","就国际方面而言,外交部不负责总体协调。"
"That day the perspective of the human race underwent a change.
",That day the perspective of the human race underwent a change . ,"That day the perspective of the human race did not undergo a change.
",That day the perspective of the human race did not undergo a change . ,positive,['underwent'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-10,9-11,10-12,11-13,12-14","人类的前途在那天起了变化。
",change-10,cwmt,1,"那一天,人类的观点发生了改变。","那一天,人类的观点没有改变。"
"Staff assessment costs take into account a 35 per cent vacancy rate for international staff, a 5 per cent vacancy rate for National Officers and a 15 per cent vacancy rate for Local level staff.
","Staff assessment costs take into account a 35 per cent vacancy rate for international staff , a 5 per cent vacancy rate for National Officers and a 15 per cent vacancy rate for Local level staff . ","Staff assessment costs do not take into account a 35 per cent vacancy rate for international staff, a 5 per cent vacancy rate for National Officers and a 15 per cent vacancy rate for Local level staff.
","Staff assessment costs do not take into account a 35 per cent vacancy rate for international staff , a 5 per cent vacancy rate for National Officers and a 15 per cent vacancy rate for Local level staff . ",positive,['take'],MUTATED,"0-0,1-1,2-2,3-5,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27,26-28,27-29,28-30,29-31,30-32,31-33,32-34,33-35,34-36,35-37,36-38,37-39","工作人员薪金税费用考虑到国际员额的35%出缺率、国家干事员额的5%出缺率和当地雇用员额的15%出缺率。
",staff-0,UNv1,1,工作人员薪金税费用考虑到国际工作人员35%的出缺率、本国干事5%的出缺率和当地雇用人员15%的出缺率。,工作人员薪金税费用没有考虑到国际工作人员35%的出缺率、本国干事5%的出缺率和当地雇用人员15%的出缺率。
"83. The cases of ill-treatment concern mainly young boys and men who were forced to carry the loot and were often whipped.
",83 . The cases of ill - treatment concern mainly young boys and men who were forced to carry the loot and were often whipped . ,"83. The cases of ill-treatment concern mainly young boys and men who were forced to carry the loot and were not often whipped.
",83 . The cases of ill - treatment concern mainly young boys and men who were forced to carry the loot and were not often whipped . ,positive,['whipped'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-24,24-25,25-26,26-27","83. 虐待案主要涉及男孩和成年男子，他们被迫搬运抢掠物品，并常常遭到鞭打。
",case-3,UNv1,1,"83. 虐待案件主要涉及男童和男子,他们被迫搬运抢掠物品,而且往往被鞭打。","83. 虐待案件主要涉及男童和男子,他们被迫搬运抢掠物品,往往没有鞭打。"
"The term ""degree of inequality"" refers to the unequal distribution of resources within a society and the resulting disparity in outcomes.
","The term "" degree of inequality "" refers to the unequal distribution of resources within a society and the resulting disparity in outcomes . ","The term ""degree of inequality"" does not refer to the unequal distribution of resources within a society and the resulting disparity in outcomes.
","The term "" degree of inequality "" does not refer to the unequal distribution of resources within a society and the resulting disparity in outcomes . ",positive,['refers'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26","""不平等程度""是指社会资源的分配不均及由此导致的收入差距。
",term-1,UNv1,1,“不平等程度”一词是指社会内部资源分配不均以及由此产生的结果差异。,“不平等程度”一词并不是指社会内部资源分配不均以及由此产生的结果差异。
"I have the honour to forward herewith an official note dated 15 September 1998 addressed to you from the Ministry of Foreign Affairs of the Islamic State of Afghanistan.
",I have the honour to forward herewith an official note dated 15 September 1998 addressed to you from the Ministry of Foreign Affairs of the Islamic State of Afghanistan . ,"I does not have the honour to forward herewith an official note dated 15 September 1998 addressed to you from the Ministry of Foreign Affairs of the Islamic State of Afghanistan.
",I does not have the honour to forward herewith an official note dated 15 September 1998 addressed to you from the Ministry of Foreign Affairs of the Islamic State of Afghanistan . ,positive,['have'],MUTATED,"0-0,1-3,2-4,3-5,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27,26-28,27-29,28-30,29-31,30-32","谨随函附上1998年9月15日阿富汗伊斯兰国外交部给你的一份官方照会。
",note-9,UNv1,-4,谨随函附上1998年9月15日阿富汗伊斯兰国外交部给你的正式照会。,谨随函附上1998年9月15日阿富汗伊斯兰国外交部给你的正式照会。
"In terms of participation, due process requires a person's right to be tried without undue delay and in his presence.
","In terms of participation , due process requires a person 's right to be tried without undue delay and in his presence . ","In terms of participation, due process do not require a person's right to be tried without undue delay and in his presence.
","In terms of participation , due process do not require a person 's right to be tried without undue delay and in his presence . ",positive,['requires'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25","就参与而言，正当程序规定，个人有权在没有无故拖延和本人在场的情况下接受审判。
",term-1,UNv1,1,"在参与方面,正当程序要求个人有权受审,不得无故拖延,而且当着他的面受审。","在参与方面,正当程序并不要求个人有权受审而不被无故拖延,并且当着他的面受审。"
